,"Shampoo,",Moroccan,Tea,Lavender,Professional,Sleek,Dandruff,Argan,Hair,Almond,Color,Smooth,Gardenia,L'Oréal®,Nourish,Drink,Shampoo,Dry,Repair,Juicy,French,Lemon,Restorative,Keratin,Sheer,Moisture,Clean,Hello,Fresh,Everyday,Advanced,Daily,Kids,Ice,Pro-V,Classic,Watermelon,Camelina,Moist,DailyMoisture,T/Gel®,Anti,Weightless,Green,T/Sal,Clarifying,Coconut,Moisturizing,Volume,Scalp,Professionals,Triple,Volumizing,Dove,Extra,Real,Biotin,Awapuhi,2,Curl,Naturals,Normal,Honey,Vitamin,Brazilian,Giovanni,Teatree,Evening,Pure,Nature,EverPure,Ocean,Brilliant,Natural,For,Super,2-in-1,Itch,Honeydew,Tropical,Treatment,Intensive,Soothing,2Chic,Invigorating,Rebalancing,Damage,Raw,Fructis,Nourishing,Swagger,Pro,Old,Root,T/Gel,Oxygen,Basic,Anti-Breakage,Posted,Luxurious,Strawberry,Apollo,Body,with,Men+Care,Purify,Avocado,Lasting,Active,Dual,Olive,Thin,Very,Sunflower,Waterfall,Biolage,Zinc,Men's,Long,Vanilla,Full,Instant,Sea,2-In-1,Herbal,Therappe,Shine,Refresh,Beautiful
Everyday,0.07051282051282051,0.0,0.009259259259259259,0.0,0.0,0.0,0.02531645569620253,0.05,0.008,0.0,0.014925373134328358,0.014184397163120567,0.0,0.0,0.0,0.044444444444444446,0.030612244897959183,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.01818181818181818,0.017241379310344827,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daily,0.02564102564102564,0.02531645569620253,0.018518518518518517,0.027777777777777776,0.0,0.0,0.012658227848101266,0.0,0.0,0.13636363636363635,0.04477611940298507,0.014184397163120567,0.0,0.0,0.09090909090909091,0.06666666666666667,0.05102040816326531,0.015151515151515152,0.04878048780487805,0.02564102564102564,0.0,0.0,0.0,0.023255813953488372,0.07142857142857142,0.08108108108108109,0.05714285714285714,0.03636363636363636,0.05172413793103448,0.027777777777777776,0.0,1.0,0.0,0.0,0.05747126436781609,0.05747126436781609,0.0,0.0,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.022988505747126436,0.06896551724137931,0.011494252873563218,0.0,0.0,0.0,0.022988505747126436,0.022988505747126436,0.05747126436781609,0.022988505747126436,0.0,0.034482758620689655,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.022988505747126436,0.0,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.034482758620689655,0.04597701149425287,0.0,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.022988505747126436,0.0,0.011494252873563218,0.011494252873563218,0.0,0.011494252873563218,0.0,0.0,0.022988505747126436,0.011494252873563218,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.011494252873563218,0.0,0.022988505747126436,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.0,0.0
Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.0,0.008,0.0,0.029850746268656716,0.04964539007092199,0.0,0.0,0.06060606060606061,0.0,0.01020408163265306,0.045454545454545456,0.0,0.2564102564102564,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.14545454545454545,0.07272727272727272,0.0,0.01818181818181818,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.01818181818181818,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.05454545454545454,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0
Ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pro-V,0.0,0.02531645569620253,0.009259259259259259,0.027777777777777776,0.1,0.0,0.0,0.0,0.008,0.0,0.1044776119402985,0.028368794326241134,0.0,0.0,0.030303030303030304,0.022222222222222223,0.01020408163265306,0.015151515151515152,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.02857142857142857,0.01818181818181818,0.034482758620689655,0.0,0.0,0.05747126436781609,0.0,0.42857142857142855,1.0,0.19298245614035087,0.0,0.017543859649122806,0.017543859649122806,0.07017543859649122,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.03508771929824561,0.017543859649122806,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.03508771929824561,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.03508771929824561,0.03508771929824561,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0
Classic,0.019230769230769232,0.05063291139240506,0.018518518518518517,0.0,0.0,0.0,0.1518987341772152,0.0,0.008,0.0,0.08955223880597014,0.0851063829787234,0.0,0.2857142857142857,0.06060606060606061,0.0,0.02040816326530612,0.10606060606060606,0.0975609756097561,0.02564102564102564,0.0,0.0,0.0,0.046511627906976744,0.10714285714285714,0.10810810810810811,0.14285714285714285,0.12727272727272726,0.06896551724137931,0.0,0.0,0.05747126436781609,0.14545454545454545,0.14285714285714285,0.19298245614035087,1.0,0.029940119760479042,0.0,0.0,0.011976047904191617,0.0,0.005988023952095809,0.0,0.011976047904191617,0.005988023952095809,0.0,0.10179640718562874,0.0,0.005988023952095809,0.0,0.011976047904191617,0.011976047904191617,0.0,0.005988023952095809,0.017964071856287425,0.0,0.017964071856287425,0.0,0.041916167664670656,0.0,0.011976047904191617,0.0,0.0,0.017964071856287425,0.011976047904191617,0.005988023952095809,0.011976047904191617,0.0,0.0,0.005988023952095809,0.005988023952095809,0.03592814371257485,0.005988023952095809,0.0,0.029940119760479042,0.0,0.023952095808383235,0.0,0.0,0.005988023952095809,0.0,0.023952095808383235,0.0,0.0,0.011976047904191617,0.011976047904191617,0.017964071856287425,0.005988023952095809,0.0,0.0,0.0,0.005988023952095809,0.005988023952095809,0.0,0.023952095808383235,0.005988023952095809,0.0,0.029940119760479042,0.0,0.011976047904191617,0.005988023952095809,0.011976047904191617,0.0,0.0,0.005988023952095809,0.017964071856287425,0.0,0.0,0.0,0.011976047904191617,0.0,0.005988023952095809,0.0,0.0,0.011976047904191617,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.005988023952095809,0.0,0.005988023952095809,0.0,0.0,0.005988023952095809,0.0,0.0
Watermelon,0.0,0.0379746835443038,0.0,0.0,0.1,0.0,0.012658227848101266,0.0,0.008,0.09090909090909091,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.01020408163265306,0.015151515151515152,0.024390243902439025,0.02564102564102564,0.0,0.0,0.0,0.023255813953488372,0.07142857142857142,0.013513513513513514,0.05714285714285714,0.0,0.10344827586206896,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.029940119760479042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.023809523809523808,0.0,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.09523809523809523,0.0,0.023809523809523808,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.0,0.0
Camelina,0.0,0.012658227848101266,0.0,0.0,0.1,0.0,0.0,0.0,0.024,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.013513513513513514,0.0,0.01818181818181818,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moist,0.00641025641025641,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.013513513513513514,0.02857142857142857,0.0,0.0,0.0,0.0,0.011494252873563218,0.01818181818181818,0.0,0.017543859649122806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DailyMoisture,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0070921985815602835,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.023255813953488372,0.07142857142857142,0.05405405405405406,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,0.14285714285714285,0.07017543859649122,0.011976047904191617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T/Gel®,0.0,0.012658227848101266,0.0,0.0,0.1,0.0,0.02531645569620253,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
Weightless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011976047904191617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T/Sal,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.005988023952095809,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarifying,0.02564102564102564,0.0,0.046296296296296294,0.027777777777777776,0.0,0.0,0.0379746835443038,0.1,0.264,0.0,0.014925373134328358,0.02127659574468085,0.0,0.0,0.0,0.022222222222222223,0.030612244897959183,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.045454545454545456,0.0,0.0,0.0,0.030303030303030304,0.0,0.015151515151515152,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.015151515151515152,0.0,0.030303030303030304,0.0,0.0,0.0,0.015151515151515152,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coconut,0.01282051282051282,0.1518987341772152,0.009259259259259259,0.0,0.0,0.0,0.02531645569620253,0.05,0.008,0.0,0.04477611940298507,0.03546099290780142,0.0,0.0,0.09090909090909091,0.0,0.030612244897959183,0.030303030303030304,0.07317073170731707,0.02564102564102564,0.13333333333333333,0.0,0.0,0.06976744186046512,0.07142857142857142,0.04054054054054054,0.05714285714285714,0.09090909090909091,0.034482758620689655,0.0,0.08333333333333333,0.06896551724137931,0.03636363636363636,0.0,0.03508771929824561,0.10179640718562874,0.023809523809523808,0.0,0.0,0.1,0.0,0.0,0.16666666666666666,0.0,0.0,0.045454545454545456,1.0,0.009433962264150943,0.0,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.02830188679245283,0.0,0.009433962264150943,0.0,0.02830188679245283,0.009433962264150943,0.018867924528301886,0.0,0.009433962264150943,0.0,0.0,0.0,0.018867924528301886,0.0,0.1509433962264151,0.0,0.03773584905660377,0.009433962264150943,0.009433962264150943,0.018867924528301886,0.018867924528301886,0.0,0.03773584905660377,0.0,0.0,0.0,0.009433962264150943,0.009433962264150943,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.009433962264150943,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.009433962264150943,0.0,0.009433962264150943,0.0,0.009433962264150943,0.0,0.009433962264150943,0.009433962264150943,0.0,0.0,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0,0.0
Moisturizing,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.045454545454545456,0.014925373134328358,0.0070921985815602835,0.0,0.14285714285714285,0.0,0.022222222222222223,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.01818181818181818,0.0,0.05555555555555555,0.08333333333333333,0.011494252873563218,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,1.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
Volume,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.125,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.045454545454545456,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
